"","DOWNLOAD.DATE","IDENTIFIER","LATEST.ADMISSION.DATE","RACE","GENDER","AGE","BOND.AMOUNT","OFFENSE","FACILITY","DETAINER","max_bail","min_bail","earliest","earliest2","latest","duration1","duration2","for_filter","prior","current","quantile"
"3667",2016-07-16,"ZZHBHCWL","07/14/2016","WHITE","M",22,125000,"CRIMINAL POSSESSION OF A PISTOL       DF","BRIDGEPORT CC","NONE",125000,125000,2016-07-16,2016-07-14,2016-10-13,89,91,"ZZHBHCWLCRIMINAL POSSESSION OF A PISTOL       DF","in after July 1","out",4
"3668",2016-07-16,"ZZHELBLR","07/15/2016","HISPANIC","M",46,85000,"VIOLATION OF PROBATION OR COND DISCHG","HARTFORD CC","NONE",85000,85000,2016-07-16,2016-07-15,2016-08-01,16,17,"ZZHELBLRVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",3
"3669",2016-07-16,"ZZHERLBE","07/15/2016","WHITE","F",38,5000,"FAILURE TO APPEAR, SECOND DEGREE      AM","YORK CI","NONE",5000,5000,2016-07-16,2016-07-15,2016-08-19,34,35,"ZZHERLBEFAILURE TO APPEAR, SECOND DEGREE      AM","in after July 1","out",1
"3670",2016-07-16,"ZZHHCZBS","07/15/2016","HISPANIC","M",29,50000,"ROBBERY, THIRD DEGREE                 DF","HARTFORD CC","NONE",50000,50000,2016-07-16,2016-07-15,2016-08-08,23,24,"ZZHHCZBSROBBERY, THIRD DEGREE                 DF","in after July 1","out",3
"3671",2016-07-16,"ZZHJCJWE","07/15/2016","WHITE","M",25,1500,"INTERFERING WITH AN OFFICER           AM","NEW HAVEN CC","NONE",1500,1500,2016-07-16,2016-07-15,2016-07-18,2,3,"ZZHJCJWEINTERFERING WITH AN OFFICER           AM","in after July 1","out",1
"3672",2016-07-16,"ZZHJHBCL","07/15/2016","BLACK","F",27,115000,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE  F","YORK CI","NONE",115000,111000,2016-07-16,2016-07-15,2016-09-19,65,66,"ZZHJHBCLSALE OF HALLUCIGEN/NARCOTIC SUBSTANCE  F","in after July 1","out",4
"3673",2016-07-16,"ZZHJHBCS","07/15/2016","WHITE","M",26,25000,"LARCENY, THIRD DEGREE                 DF","HARTFORD CC","NONE",25000,25000,2016-07-16,2016-07-15,2016-11-21,128,129,"ZZHJHBCSLARCENY, THIRD DEGREE                 DF","in after July 1","out",2
"3674",2016-07-16,"ZZHJLCZL","07/15/2016","BLACK","M",24,10500,"INJURY OR RISK OF INJURY TO MINOR      F","HARTFORD CC","NONE",10500,10000,2016-07-16,2016-07-15,2016-08-19,34,35,"ZZHJLCZLINJURY OR RISK OF INJURY TO MINOR      F","in after July 1","out",2
"3675",2016-07-16,"ZZHJLZCR","07/15/2016","WHITE","M",23,42000,"TAMPERING WITH OR FABRICATING EVIDNC  DF","NEW HAVEN CC","NONE",42000,9500,2016-07-16,2016-07-15,2016-10-31,107,108,"ZZHJLZCRTAMPERING WITH OR FABRICATING EVIDNC  DF","in after July 1","out",3
"3676",2016-07-16,"ZZHJWWRJ","07/15/2016","WHITE","F",27,200000,"ROBBERY, FIRST DEGREE                BF","YORK CI","NONE",200500,200000,2016-07-16,2016-07-15,2016-11-18,125,126,"ZZHJWWRJROBBERY, FIRST DEGREE                BF","in after July 1","out",4
"3677",2016-07-16,"ZZHLHLRE","01/04/2016","HISPANIC","M",25,75000,"VIOLATION OF PROBATION OR COND DISCHG","HARTFORD CC","NONE",75000,75000,2016-07-16,2016-01-04,2016-07-18,2,196,"ZZHLHLREVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",3
"3678",2016-07-16,"ZZHSZRCZ","07/15/2016","BLACK","M",29,750000,"CRIMINAL POSSESSION OF A PISTOL       DF","HARTFORD CC","NONE",750000,750000,2016-07-16,2016-07-15,2016-07-18,2,3,"ZZHSZRCZCRIMINAL POSSESSION OF A PISTOL       DF","in after July 1","out",4
"3679",2016-07-16,"ZZHZCEHE","07/14/2016","BLACK","M",36,125000,"SEXUAL ASSAULT, FIRST DEGREE           F","CORRIGAN CI","NONE",125000,125000,2016-07-16,2016-07-14,2016-09-09,55,57,"ZZHZCEHESEXUAL ASSAULT, FIRST DEGREE           F","in after July 1","out",4
"3680",2016-07-16,"ZZHZSRCS","07/15/2016","HISPANIC","M",53,30000,"VIOLATION OF PROBATION OR COND DISCHG","HARTFORD CC","NONE",30050,30000,2016-07-16,2016-07-15,2016-08-04,19,20,"ZZHZSRCSVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",2
"3681",2016-07-16,"ZZRBSJER","07/15/2016","WHITE","M",40,110000,"FAILURE TO APPEAR, SECOND DEGREE      AM","CORRIGAN CI","NONE",110000,110000,2016-07-16,2016-07-15,2016-11-21,128,129,"ZZRBSJERFAILURE TO APPEAR, SECOND DEGREE      AM","in after July 1","out",4
"3682",2016-07-16,"ZZRCCHRR","07/15/2016","BLACK","M",33,75000,"ASSAULT, THIRD DEGREE                 AM","HARTFORD CC","NONE",95000,75000,2016-07-16,2016-07-15,2016-09-16,62,63,"ZZRCCHRRASSAULT, THIRD DEGREE                 AM","in after July 1","out",3
"3683",2016-07-16,"ZZREWLWJ","07/15/2016","BLACK","M",48,5000,"THREATENING                           AM","CORRIGAN CI","NONE",5000,5000,2016-07-16,2016-07-15,2016-08-17,32,33,"ZZREWLWJTHREATENING                           AM","in after July 1","out",1
"3684",2016-07-16,"ZZRJBSLC","07/15/2016","WHITE","M",55,1000,"INTERFERING WITH AN OFFICER           AM","NEW HAVEN CC","NONE",1000,1000,2016-07-16,2016-07-15,2016-08-19,34,35,"ZZRJBSLCINTERFERING WITH AN OFFICER           AM","in after July 1","out",1
"3685",2016-07-16,"ZZRLLLWE","07/15/2016","HISPANIC","M",42,100000,"VIOLATION OF PROBATION OR COND DISCHG","HARTFORD CC","NONE",100000,75000,2016-07-16,2016-07-15,2016-07-26,10,11,"ZZRLLLWEVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",3
"3686",2016-07-16,"ZZRWHRJH","07/15/2016","BLACK","M",43,50000,"SALE OF CONTROLLED SUBSTANCE           F","BRIDGEPORT CC","NONE",50000,50000,2016-07-16,2016-07-15,2016-07-17,1,2,"ZZRWHRJHSALE OF CONTROLLED SUBSTANCE           F","in after July 1","out",3
"3687",2016-07-16,"ZZSEHLRE","07/15/2016","BLACK","M",18,175000,"LARCENY, SECOND DEGREE                CF","HARTFORD CC","NONE",175000,175000,2016-07-16,2016-07-15,2016-09-19,65,66,"ZZSEHLRELARCENY, SECOND DEGREE                CF","in after July 1","out",4
"3688",2016-07-16,"ZZSERSJH","07/15/2016","HISPANIC","M",22,100000,"SEXUAL ASSAULT 1ST DEGREE-AGGRVTD      F","CORRIGAN CI","NONE",100000,100000,2016-07-16,2016-07-15,2016-09-16,62,63,"ZZSERSJHSEXUAL ASSAULT 1ST DEGREE-AGGRVTD      F","in after July 1","out",3
"3689",2016-07-16,"ZZSESEWL","07/15/2016","BLACK","M",19,3000,"INTERFERING WITH AN OFFICER           AM","HARTFORD CC","NONE",3000,3000,2016-07-16,2016-07-15,2016-07-20,4,5,"ZZSESEWLINTERFERING WITH AN OFFICER           AM","in after July 1","out",1
"3690",2016-07-16,"ZZSESLCE","07/15/2016","WHITE","F",25,150000,"ASSAULT ON POLICE OR FIRE OFFICER     CF","YORK CI","NONE",150000,150000,2016-07-16,2016-07-15,2016-09-16,62,63,"ZZSESLCEASSAULT ON POLICE OR FIRE OFFICER     CF","in after July 1","out",4
"3691",2016-07-16,"ZZSESWCB","07/15/2016","BLACK","M",27,20000,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE  F","NEW HAVEN CC","NONE",20000,20000,2016-07-16,2016-07-15,2016-07-18,2,3,"ZZSESWCBSALE OF HALLUCIGEN/NARCOTIC SUBSTANCE  F","in after July 1","out",2
"3692",2016-07-16,"ZZSEWBBC","07/14/2016","BLACK","M",23,200000,"ROBBERY, FIRST DEGREE                 BF","CORRIGAN CI","NONE",200000,200000,2016-07-16,2016-07-14,2016-11-14,121,123,"ZZSEWBBCROBBERY, FIRST DEGREE                 BF","in after July 1","out",4
"3693",2016-07-16,"ZZSEWJEL","07/15/2016","WHITE","F",20,500000,"ARREST WITHOUT WARRANT","YORK CI","NONE",500000,500000,2016-07-16,2016-07-15,2016-07-27,11,12,"ZZSEWJELARREST WITHOUT WARRANT","in after July 1","out",4
"3694",2016-07-16,"ZZSEWJER","07/15/2016","BLACK","M",21,75000,"ASSAULT, 1ST VICTIM 60 OR OVER        BF","BRIDGEPORT CC","NONE",75000,75000,2016-07-16,2016-07-15,NA,NA,NA,"ZZSEWJERASSAULT, 1ST VICTIM 60 OR OVER        BF","in after July 1","still in",3
"3695",2016-07-16,"ZZSEWJES","07/15/2016","HISPANIC","F",39,52985,"BURGLARY, FIRST DEGREE                BF","YORK CI","NONE",52985,52985,2016-07-16,2016-07-15,2016-10-12,88,89,"ZZSEWJESBURGLARY, FIRST DEGREE                BF","in after July 1","out",3
"3696",2016-07-16,"ZZSEWJEW","07/15/2016","WHITE","F",27,5000,"CRIM VIOL OF PROTECTIVE ORDER         DF","YORK CI","NONE",5000,5000,2016-07-16,2016-07-15,2016-07-18,2,3,"ZZSEWJEWCRIM VIOL OF PROTECTIVE ORDER         DF","in after July 1","out",1
"3697",2016-07-16,"ZZSEWJEZ","07/15/2016","WHITE","M",19,3000,"ASSAULT 2ND DEGREE WITH A FIREARM     DF","HARTFORD CC","NONE",3000,3000,2016-07-16,2016-07-15,2016-07-21,5,6,"ZZSEWJEZASSAULT 2ND DEGREE WITH A FIREARM     DF","in after July 1","out",1
"3698",2016-07-16,"ZZSEWJZB","07/15/2016","WHITE","M",19,500,"SALE OF CONTROLLED SUBSTANCE           F","HARTFORD CC","NONE",500,500,2016-07-16,2016-07-15,2016-07-18,2,3,"ZZSEWJZBSALE OF CONTROLLED SUBSTANCE           F","in after July 1","out",1
"3699",2016-07-16,"ZZSEWJZC","07/15/2016","WHITE","M",41,100000,"ARREST WITHOUT WARRANT","BRIDGEPORT CC","NONE",100000,100000,2016-07-16,2016-07-15,2016-08-10,25,26,"ZZSEWJZCARREST WITHOUT WARRANT","in after July 1","out",3
"3700",2016-07-16,"ZZSEWJZE","07/15/2016","HISPANIC","M",21,75000,"INJURY OR RISK OF INJURY TO MINOR      F","HARTFORD CC","NONE",75000,50000,2016-07-16,2016-07-15,2016-11-01,108,109,"ZZSEWJZEINJURY OR RISK OF INJURY TO MINOR      F","in after July 1","out",3
"3701",2016-07-16,"ZZSEWJZH","07/15/2016","BLACK","F",27,1000,"LARCENY, SIXTH DEGREE                 CM","YORK CI","NONE",1000,1000,2016-07-16,2016-07-15,2016-07-18,2,3,"ZZSEWJZHLARCENY, SIXTH DEGREE                 CM","in after July 1","out",1
"3702",2016-07-16,"ZZSEWJZR","07/15/2016","HISPANIC","M",23,200000,"SALE OF NARC/AMPHET BY NON-DEPENDENT   F","HARTFORD CC","NONE",200100,200000,2016-07-16,2016-07-15,2016-08-19,34,35,"ZZSEWJZRSALE OF NARC/AMPHET BY NON-DEPENDENT   F","in after July 1","out",4
"3703",2016-07-16,"ZZSEWJZS","07/15/2016","BLACK","M",30,1000000,"ARREST WITHOUT WARRANT","HARTFORD CC","NONE",1000000,1000000,2016-07-16,2016-07-15,2016-07-19,3,4,"ZZSEWJZSARREST WITHOUT WARRANT","in after July 1","out",4
"3704",2016-07-16,"ZZSEWJZW","07/15/2016","WHITE","M",26,75000,"VIOLATION OF PROBATION OR COND DISCHG","NEW HAVEN CC","NONE",75000,75000,2016-07-16,2016-07-15,2016-08-01,16,17,"ZZSEWJZWVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",3
"3705",2016-07-16,"ZZSEWJZZ","07/15/2016","WHITE","M",18,1000,"INTERFERING WITH AN OFFICER           AM","HARTFORD CC","NONE",1000,1000,2016-07-16,2016-07-15,2016-07-18,2,3,"ZZSEWJZZINTERFERING WITH AN OFFICER           AM","in after July 1","out",1
"3706",2016-07-16,"ZZSEZLCE","07/15/2016","WHITE","F",33,30000,"FAILURE TO APPEAR, SECOND DEGREE      AM","YORK CI","NONE",30000,30000,2016-07-16,2016-07-15,2016-08-19,34,35,"ZZSEZLCEFAILURE TO APPEAR, SECOND DEGREE      AM","in after July 1","out",2
"3707",2016-07-16,"ZZSEZRHJ","07/24/2015","WHITE","M",40,25000,"STRANGULATION 2ND DEGREE              DF","HARTFORD CC","OTHER STATE",25000,25000,2016-07-16,2015-07-24,2016-07-21,5,363,"ZZSEZRHJSTRANGULATION 2ND DEGREE              DF","in after July 1","out",2
"3708",2016-07-16,"ZZSZCJRB","07/15/2016","WHITE","F",44,25000,"VIOLATION OF PROBATION OR COND DISCHG","YORK CI","NONE",25000,25000,2016-07-16,2016-07-15,2016-07-18,2,3,"ZZSZCJRBVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",2
"3709",2016-07-16,"ZZSZCZJL","07/15/2016","HISPANIC","M",46,2500,"INTERFERING WITH AN OFFICER           AM","HARTFORD CC","NONE",2500,2500,2016-07-16,2016-07-15,2016-07-22,6,7,"ZZSZCZJLINTERFERING WITH AN OFFICER           AM","in after July 1","out",1
"3710",2016-07-16,"ZZSZEHRR","07/14/2016","BLACK","M",25,10000,"CRIMINAL ATTEMPT","BRIDGEPORT CC","NONE",10000,10000,2016-07-16,2016-07-14,2016-07-17,1,3,"ZZSZEHRRCRIMINAL ATTEMPT","in after July 1","out",1
"3711",2016-07-16,"ZZSZHEZR","07/15/2016","WHITE","M",23,100000,"CONSPIRACY","HARTFORD CC","NONE",100500,100000,2016-07-16,2016-07-15,2016-08-19,34,35,"ZZSZHEZRCONSPIRACY","in after July 1","out",3
"3712",2016-07-16,"ZZSZWLZW","07/15/2016","HISPANIC","M",32,35000,"FORGERY, SECOND DEGREE                DF","HARTFORD CC","NONE",35000,35000,2016-07-16,2016-07-15,2016-07-28,12,13,"ZZSZWLZWFORGERY, SECOND DEGREE                DF","in after July 1","out",2
"3713",2016-07-16,"ZZSZZHHZ","07/15/2016","WHITE","F",37,25000,"VIOLATION OF PROBATION OR COND DISCHG","YORK CI","NONE",25000,25000,2016-07-16,2016-07-15,2016-07-18,2,3,"ZZSZZHHZVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",2
"3714",2016-07-16,"ZZZEHHSJ","08/24/2015","BLACK","M",60,2000300,"MURDER                                AF","NORTHERN CI","NONE",2000300,2000300,2016-07-16,2015-08-24,NA,NA,NA,"ZZZEHHSJMURDER                                AF","in after July 1","still in",4
"3715",2016-07-16,"ZZZRWSJR","07/15/2016","WHITE","M",72,250000,"ARREST WITHOUT WARRANT","BRIDGEPORT CC","NONE",250000,250000,2016-07-16,2016-07-15,2016-07-27,11,12,"ZZZRWSJRARREST WITHOUT WARRANT","in after July 1","out",4
"3716",2016-07-17,"ZZECHZBR","07/16/2016","WHITE","M",46,2500,"LARCENY, SIXTH DEGREE                 CM","CORRIGAN CI","NONE",2500,2500,2016-07-17,2016-07-16,2016-07-18,1,2,"ZZECHZBRLARCENY, SIXTH DEGREE                 CM","in after July 1","out",1
"3717",2016-07-17,"ZZSEWJEC","07/16/2016","WHITE","M",44,1000,"OPERATE UNDER INFLU OF LIQ OR DRUGS    M","HARTFORD CC","NONE",1000,1000,2016-07-17,2016-07-16,2016-07-18,1,2,"ZZSEWJECOPERATE UNDER INFLU OF LIQ OR DRUGS    M","in after July 1","out",1
"3718",2016-07-18,"ZZSEWJEJ","07/17/2016","WHITE","M",31,7500,"INTERFERING WITH AN OFFICER           AM","CORRIGAN CI","NONE",7500,7500,2016-07-18,2016-07-17,2016-07-18,0,1,"ZZSEWJEJINTERFERING WITH AN OFFICER           AM","in after July 1","out",1
"3719",2016-07-18,"ZZSEWJRZ","07/17/2016","WHITE","M",22,5000,"DISORDERLY CONDUCT                    CM","BRIDGEPORT CC","NONE",5000,5000,2016-07-18,2016-07-17,2016-07-18,0,1,"ZZSEWJRZDISORDERLY CONDUCT                    CM","in after July 1","out",1
"3720",2016-07-19,"ZZECEZLW","07/18/2016","BLACK","M",47,50000,"SEXUAL ASSAULT, FOURTH DEGREE         AM","HARTFORD CC","NONE",50000,50000,2016-07-19,2016-07-18,2016-09-19,62,63,"ZZECEZLWSEXUAL ASSAULT, FOURTH DEGREE         AM","in after July 1","out",3
"3721",2016-07-19,"ZZECHZBR","07/16/2016","WHITE","M",46,2500,"SALE OF CONTROLLED SUBSTANCE           F","CORRIGAN CI","NONE",10000,2500,2016-07-19,2016-07-16,2016-09-19,62,65,"ZZECHZBRSALE OF CONTROLLED SUBSTANCE           F","in after July 1","out",1
"3722",2016-07-19,"ZZHBBRRC","07/18/2016","WHITE","F",34,20000,"VIOLATION OF PROBATION OR COND DISCHG","YORK CI","NONE",20000,20000,2016-07-19,2016-07-18,2016-07-21,2,3,"ZZHBBRRCVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",2
"3723",2016-07-19,"ZZHBCHZH","07/18/2016","HISPANIC","M",26,100000,"ARREST WITHOUT WARRANT","HARTFORD CC","NONE",100000,100000,2016-07-19,2016-07-18,2016-08-17,29,30,"ZZHBCHZHARREST WITHOUT WARRANT","in after July 1","out",3
"3724",2016-07-19,"ZZHBHCZL","07/18/2016","HISPANIC","M",41,50500,"ARREST WITHOUT WARRANT","HARTFORD CC","NONE",75000,50500,2016-07-19,2016-07-18,2016-12-09,143,144,"ZZHBHCZLARREST WITHOUT WARRANT","in after July 1","out",3
"3725",2016-07-19,"ZZHBLHSE","07/18/2016","WHITE","F",33,4000,"FAILURE TO APPEAR, FIRST DEGREE       DF","YORK CI","NONE",4000,4000,2016-07-19,2016-07-18,2016-08-19,31,32,"ZZHBLHSEFAILURE TO APPEAR, FIRST DEGREE       DF","in after July 1","out",1
"3726",2016-07-19,"ZZHBLSZE","07/18/2016","HISPANIC","F",27,75000,"LARCENY, SECOND DEGREE                CF","YORK CI","NONE",75000,75000,2016-07-19,2016-07-18,2016-08-08,20,21,"ZZHBLSZELARCENY, SECOND DEGREE                CF","in after July 1","out",3
"3727",2016-07-19,"ZZHBWJHE","07/18/2016","BLACK","F",25,10000,"VIOLATION OF PROBATION OR COND DISCHG","YORK CI","NONE",10010,10000,2016-07-19,2016-07-18,2016-09-13,56,57,"ZZHBWJHEVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",1
"3728",2016-07-19,"ZZHCRLEE","07/18/2016","BLACK","M",37,20000,"VIOLATION OF PROBATION OR COND DISCHG","HARTFORD CC","NONE",100000,20000,2016-07-19,2016-07-18,2016-08-19,31,32,"ZZHCRLEEVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",2
"3729",2016-07-19,"ZZHECBBC","07/18/2016","BLACK","M",28,27000,"VIOLATION OF PROBATION OR COND DISCHG","BRIDGEPORT CC","NONE",27000,27000,2016-07-19,2016-07-18,2016-07-19,0,1,"ZZHECBBCVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",2
"3730",2016-07-19,"ZZHELBCS","07/18/2016","WHITE","M",28,20000,"CRIM VIOL OF PROTECTIVE ORDER         DF","NEW HAVEN CC","NONE",370000,20000,2016-07-19,2016-07-18,2016-10-05,78,79,"ZZHELBCSCRIM VIOL OF PROTECTIVE ORDER         DF","in after July 1","out",2
"3731",2016-07-19,"ZZHHZCWW","07/18/2016","WHITE","M",31,5000,"INTERFERING WITH AN OFFICER           AM","HARTFORD CC","NONE",5000,5000,2016-07-19,2016-07-18,2016-07-21,2,3,"ZZHHZCWWINTERFERING WITH AN OFFICER           AM","in after July 1","out",1
"3732",2016-07-19,"ZZHJHZEW","07/18/2016","HISPANIC","F",39,75000,"VIOLATION OF PROBATION OR COND DISCHG","YORK CI","NONE",75000,75000,2016-07-19,2016-07-18,2016-07-20,1,2,"ZZHJHZEWVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",3
"3733",2016-07-19,"ZZHJRZJJ","02/04/2016","BLACK","M",42,100000,"CRIM VIOL OF PROTECTIVE ORDER         DF","BRIDGEPORT CC","NONE",100000,100000,2016-07-19,2016-02-04,2016-08-04,16,182,"ZZHJRZJJCRIM VIOL OF PROTECTIVE ORDER         DF","in after July 1","out",3
"3734",2016-07-19,"ZZHJWHSS","07/18/2016","BLACK","M",22,25000,"VIOLATION OF PROBATION OR COND DISCHG","NEW HAVEN CC","NONE",25000,25000,2016-07-19,2016-07-18,2016-08-03,15,16,"ZZHJWHSSVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",2
"3735",2016-07-19,"ZZHLBWWR","07/18/2016","WHITE","M",31,10000,"FAILURE TO APPEAR, SECOND DEGREE      AM","BRIDGEPORT CC","NONE",10000,10000,2016-07-19,2016-07-18,2016-07-19,0,1,"ZZHLBWWRFAILURE TO APPEAR, SECOND DEGREE      AM","in after July 1","out",1
"3736",2016-07-19,"ZZHLHBHW","07/18/2016","BLACK","M",24,20000,"SEXUAL ASSAULT, FOURTH DEGREE         AM","BRIDGEPORT CC","NONE",24500,12500,2016-07-19,2016-07-18,2016-11-21,125,126,"ZZHLHBHWSEXUAL ASSAULT, FOURTH DEGREE         AM","in after July 1","out",2
"3737",2016-07-19,"ZZHLHLJC","07/18/2016","HISPANIC","M",26,25000,"LARCENY, SIXTH DEGREE                 CM","NEW HAVEN CC","NONE",25100,25000,2016-07-19,2016-07-18,2016-08-19,31,32,"ZZHLHLJCLARCENY, SIXTH DEGREE                 CM","in after July 1","out",2
"3738",2016-07-19,"ZZHLHLRE","01/04/2016","HISPANIC","M",25,75000,"SALE OF NARC/AMPHET BY NON-DEPENDENT   F","HARTFORD CC","NONE",75000,75000,2016-07-19,2016-01-04,2016-08-03,15,212,"ZZHLHLRESALE OF NARC/AMPHET BY NON-DEPENDENT   F","in after July 1","out",3
"3739",2016-07-19,"ZZHLZBHB","07/18/2016","WHITE","M",44,250000,"VIOLATION OF PROBATION OR COND DISCHG","HARTFORD CC","NONE",250000,250000,2016-07-19,2016-07-18,2016-08-19,31,32,"ZZHLZBHBVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",4
"3740",2016-07-19,"ZZHREJLR","07/18/2016","BLACK","M",32,10000,"ASSAULT, THIRD DEGREE                 AM","BRIDGEPORT CC","NONE",10000,10000,2016-07-19,2016-07-18,2016-10-04,77,78,"ZZHREJLRASSAULT, THIRD DEGREE                 AM","in after July 1","out",1
"3741",2016-07-19,"ZZHRESSJ","07/18/2016","HISPANIC","M",33,40000,"VIOLATION OF PROBATION OR COND DISCHG","HARTFORD CC","NONE",40000,40000,2016-07-19,2016-07-18,2016-08-09,21,22,"ZZHRESSJVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",3
"3742",2016-07-19,"ZZHRJZJJ","07/18/2016","WHITE","F",28,10000,"LARCENY, THIRD DEGREE                 DF","YORK CI","NONE",10000,10000,2016-07-19,2016-07-18,2016-07-25,6,7,"ZZHRJZJJLARCENY, THIRD DEGREE                 DF","in after July 1","out",1
"3743",2016-07-19,"ZZHWBHWH","07/18/2016","WHITE","M",29,25000,"BURGLARY, THIRD DEGREE                DF","CORRIGAN CI","NONE",25000,15000,2016-07-19,2016-07-18,NA,NA,NA,"ZZHWBHWHBURGLARY, THIRD DEGREE                DF","in after July 1","still in",2
"3744",2016-07-19,"ZZHWLELS","07/18/2016","WHITE","M",48,1000,"DISORDERLY CONDUCT                    CM","CORRIGAN CI","NONE",1000,1000,2016-07-19,2016-07-18,2016-08-18,30,31,"ZZHWLELSDISORDERLY CONDUCT                    CM","in after July 1","out",1
"3745",2016-07-19,"ZZHZBLSR","07/18/2016","BLACK","F",35,15000,"FAILURE TO APPEAR, SECOND DEGREE      AM","YORK CI","NONE",20000,2500,2016-07-19,2016-07-18,2016-12-07,141,142,"ZZHZBLSRFAILURE TO APPEAR, SECOND DEGREE      AM","in after July 1","out",2
"3746",2016-07-19,"ZZHZEHZS","07/18/2016","BLACK","M",32,10500,"BURGLARY, FIRST DEGREE                BF","NEW HAVEN CC","NONE",30500,10500,2016-07-19,2016-07-18,2016-09-13,56,57,"ZZHZEHZSBURGLARY, FIRST DEGREE                BF","in after July 1","out",2
"3747",2016-07-19,"ZZHZRCBE","07/18/2016","HISPANIC","M",39,25000,"BURGLARY, SECOND DEGREE               CF","HARTFORD CC","NONE",25000,25000,2016-07-19,2016-07-18,2016-07-25,6,7,"ZZHZRCBEBURGLARY, SECOND DEGREE               CF","in after July 1","out",2
"3748",2016-07-19,"ZZHZWHZB","07/18/2016","BLACK","M",31,50000,"DISORDERLY CONDUCT                    CM","HARTFORD CC","NONE",50250,50000,2016-07-19,2016-07-18,2016-10-19,92,93,"ZZHZWHZBDISORDERLY CONDUCT                    CM","in after July 1","out",3
"3749",2016-07-19,"ZZRBRHES","07/18/2016","BLACK","M",35,100000,"SALE OF NARC/AMPHET BY NON-DEPENDENT   F","HARTFORD CC","NONE",103100,100000,2016-07-19,2016-07-18,2016-09-19,62,63,"ZZRBRHESSALE OF NARC/AMPHET BY NON-DEPENDENT   F","in after July 1","out",3
"3750",2016-07-19,"ZZRBSZLR","07/18/2016","WHITE","M",34,75000,"CRIM VIOL ST CRIM RESTR ORDER         DF","CORRIGAN CI","NONE",227500,75000,2016-07-19,2016-07-18,NA,NA,NA,"ZZRBSZLRCRIM VIOL ST CRIM RESTR ORDER         DF","in after July 1","still in",3
"3751",2016-07-19,"ZZRBZLZL","07/18/2016","WHITE","M",33,7500,"INJURY OR RISK OF INJURY TO MINOR      F","NEW HAVEN CC","NONE",100001,7500,2016-07-19,2016-07-18,2016-10-11,84,85,"ZZRBZLZLINJURY OR RISK OF INJURY TO MINOR      F","in after July 1","out",1
"3752",2016-07-19,"ZZRCBLLR","07/18/2016","HISPANIC","M",32,250000,"INJURY OR RISK OF INJURY TO MINOR      F","HARTFORD CC","NONE",250050,250000,2016-07-19,2016-07-18,2016-10-19,92,93,"ZZRCBLLRINJURY OR RISK OF INJURY TO MINOR      F","in after July 1","out",4
"3753",2016-07-19,"ZZRCJWER","07/18/2016","BLACK","M",39,5000,"INJURY OR RISK OF INJURY TO MINOR      F","CORRIGAN CI","NONE",5000,5000,2016-07-19,2016-07-18,2016-08-04,16,17,"ZZRCJWERINJURY OR RISK OF INJURY TO MINOR      F","in after July 1","out",1
"3754",2016-07-19,"ZZREWRLC","07/18/2016","WHITE","M",60,2000,"VIOLATION OF PROBATION OR COND DISCHG","NEW HAVEN CC","NONE",12000,2000,2016-07-19,2016-07-18,2016-10-11,84,85,"ZZREWRLCVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",1
"3755",2016-07-19,"ZZRHJBHE","07/18/2016","BLACK","M",41,50000,"CRIM VIOL OF PROTECTIVE ORDER         DF","HARTFORD CC","NONE",50000,50000,2016-07-19,2016-07-18,2016-08-01,13,14,"ZZRHJBHECRIM VIOL OF PROTECTIVE ORDER         DF","in after July 1","out",3
"3756",2016-07-19,"ZZRJWSEZ","07/18/2016","WHITE","F",33,25000,"FAILURE TO APPEAR, FIRST DEGREE       DF","YORK CI","NONE",25000,15000,2016-07-19,2016-07-18,2016-09-19,62,63,"ZZRJWSEZFAILURE TO APPEAR, FIRST DEGREE       DF","in after July 1","out",2
"3757",2016-07-19,"ZZRLJZJJ","07/18/2016","WHITE","F",67,2500,"FAILURE TO APPEAR, SECOND DEGREE      AM","YORK CI","NONE",2500,2500,2016-07-19,2016-07-18,2016-09-07,50,51,"ZZRLJZJJFAILURE TO APPEAR, SECOND DEGREE      AM","in after July 1","out",1
